"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"837821793666650112","","","2017-03-04 00:27:36 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","We made the goal descriptions smaller because we're very opinionated about people focusing on the goalnames as the main identifiers of goals","","","",""
"837821657444036608","","","2017-03-04 00:27:03 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","We added ""number of activities"" as a thing you can beemind via @fitbit (&amp; removed ""very active time"" since Fitbit doesn't support that now)","","","",""
"837821533942751232","","","2017-03-04 00:26:34 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","We now support Romanian as one of the languages you can beemind learning on @duolingo!","","","",""
"837821433833111553","","","2017-03-04 00:26:10 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","We now have proper error handling for losing authorization to read a user's @todoist data. #mini #bugfix","","","",""
"837458670753456128","","","2017-03-03 00:24:40 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","At some point our push notifications for the Android app broke which made graphs appear to be regenerating forever. #bugfix #firebase","","","",""
"837458622347010048","","","2017-03-03 00:24:29 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","#mini UVIs: new Epson logo, made table in the middle of https://t.co/e0pAMoXjIf not ugly (#redesign), tweaked flash banner for premium plans","","","","http://beeminder.com/api"
"837095869421768704","","","2017-03-02 00:23:02 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Super facepalmy bug made us forget toggle states (countdown vs time, expanded vs not, etc) on dashboard after visiting new goal page #bugfix","","","",""
"837095751960272896","","","2017-03-02 00:22:34 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","#bugfix w/ goal wizard that'd occasionally/rarely give a blank page when creating a goal (related to bad state from previous goal creation)","","","",""
"836725068415717380","","","2017-02-28 23:49:36 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","I guess we'll count this: We now have an informative static image to show in place of graphs in case Amazon goes down and won't show them...","","","",""
"836724603003162624","","","2017-02-28 23:47:45 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","#bugfix: The iPhone beemergency badge icon didn't show up unless you remembered to manually launch the app every single day. HT Paul Schmidt","","","",""
"836379664083931136","","","2017-02-28 00:57:05 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","#bugfix kind of: the dates used for the add-data form were being too clever and magically updating when your deadline hit; caused confusion!","","","",""
"836379564016201728","","","2017-02-28 00:56:41 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Added a new premium FAQ item at https://t.co/arZxzvSs86. Includes my ill-advised murder joke. #yolo #mini","","","","http://beeminder.com/premium"
"835272597826764800","","","2017-02-24 23:38:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","#bugfix in URLminder: don't add a new datapoint every single time we check, only when wordcount has actually changed https://t.co/gP0wulLW0r","","","","https://www.beeminder.com/new#urlminder"
"834928214552150016","","","2017-02-24 00:49:33 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","When you had non-midnight deadlines for a goal we'd sometimes show you the wrong date for adding new data. #redesign #bugfix","","","",""
"834928140828868609","","","2017-02-24 00:49:15 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Fixed missing newline in text under graph thumbnails in gallery view. #mini #bugfix #redesign And show full goal description as hovertext.","","","",""
"834927994535735297","","","2017-02-24 00:48:40 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","We now show both the goalname and the description (the latter in a tiny font) on the dashboard. No more confusing toggling (for goalnames)!","","","",""
"834547176843866114","","","2017-02-22 23:35:26 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","In goal settings for @trello goals we now link to the actual board that we're pulling data from.","","","",""
"834204607987331072","","","2017-02-22 00:54:11 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","And a super #mini one: made the pledge box not have an ""i'm a button"" shadow if you're looking at someone else's goal so it's not clickable","","","",""
"834204402223181824","","","2017-02-22 00:53:22 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","More #mini UVIs: shrunk annoyingly large navigation header, made archived gallery show 4 across, link to archive in gallery view.","","","",""
"834201015926681600","","","2017-02-22 00:39:55 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Made the navigation header not annoyingly large. Also: tweaks to https://t.co/BSB4dTXLFz: Capitalize ""Hours"", make our titles fit on 1 line.","","","","http://beeminder.com/aboutus"
"832321317076504577","","","2017-02-16 20:10:40 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","A bunch of small improvements to our datapoint format checker. You can see all the crazy example parsings at https://t.co/ATJ93AKIMj","","","","http://d.gomix.me"
"832320549879631872","","","2017-02-16 20:07:37 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Somewhat smarter rounding and don't show integers as X.00. And another #mini #bugfix with sometimes showing ""++HH:MM"" instead of ""+HH:MM""","","","",""
"832319389248610305","","","2017-02-16 20:03:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Fixed a 500-error involving displaying bare-mins as HH:MM for ended goals. Also stopped showing HH:MM:SS in recent data. #bugfix","","","",""
"832319327185408000","","","2017-02-16 20:02:46 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Fixed a nasty bug w/ road dial where we'd mess up the last segment of your road when you changed the rate units (daily/weekly/etc). #bugfix","","","",""
"832306668511731713","","","2017-02-16 19:12:27 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","For goals denominated in hours we now display amounts in HH:MM in most places on the website.","","","",""
"832305201717530624","","","2017-02-16 19:06:38 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","We added ""make private"" to ""new goal settings"" in account settings if you want all new goals to default to private. https://t.co/fq3iJXv7Pw","","","","http://forum.beeminder.com/t/please-let-me-default-new-goals-to-private/2880"
"832032343070085121","","","2017-02-16 01:02:23 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Fixed a bug that meant we wouldn't show you even landing pages of some autodata integrations if you hadn't entered a credit card. #bugfix","","","",""
"832032295703830529","","","2017-02-16 01:02:12 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Fixed a bug in the URLminder magic that lets us fetch the plaintext version of a Google doc. https://t.co/1ruqwmNwAC #bugfix","","","","https://www.beeminder.com/nanowrimo"
"831642893920018432","","","2017-02-14 23:14:51 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","API #bugfix: the requestid param only did worked as advertised for creating single datapoints, not create_all. HT John Swanson","","","",""
"831640403468120064","","","2017-02-14 23:04:57 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Thing we broke like a year ago: when fetching your initial GmailZero count, if it's too big to fetch, we once again tell you that. #bugfix","","","",""
"831303848991956992","","","2017-02-14 00:47:37 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Used to be that every time we autoratched (automatically capping safety buffer) the graph would get stuck w/ buzzy bee for 5-10min. #bugfix","","","",""
"831303765802094592","","","2017-02-14 00:47:17 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","We can now link directly to specific tabs in account settings, eg, https://t.co/2qbqauISof","","","","https://www.beeminder.com/settings/account#account-details"
"830212454017748992","","","2017-02-11 00:30:48 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Custom fine print for goals is publicly visible again and we allow hyperlinks. https://t.co/V2i23EkfYc","","","","http://forum.beeminder.com/t/link-in-fine-print/2976/1"
"830210568057270273","","","2017-02-11 00:23:18 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Previous UVI also fixed a nasty focus bug when entering data in succession in dashboard. Also related: we killed reverse sorting.","","","",""
"829847252495536128","","","2017-02-10 00:19:37 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Mini #bugfix / UI-polish with expanding/collapsing the goals: if you do it to all of them one by one you can still undo w/ 1 click in header","","","",""
"829847215900233728","","","2017-02-10 00:19:28 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","We used to magically re-sort the dashboard when you entered data but that turned out to be a bad idea; now you can click ""DEADLINE"" to do so","","","",""
"829491678767570947","","","2017-02-09 00:46:42 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","More #mini UVIs: nixed superfluous logged in/out banners, fixed links to create goals on https://t.co/J7RepperN0 and https://t.co/P2QHCEFYsG","","","","http://ifthismindthat.com,http://zapminder.com"
"829126883224625152","","","2017-02-08 00:37:08 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","UI tweak in Gitminder goal creation: automatically switch the radio button to specific repository if you start to type one. #mini","","","",""
"829126787581874177","","","2017-02-08 00:36:45 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","More tweaks to error banners so that important ones don't get obscured. #mini","","","",""
"828715293107064833","","","2017-02-06 21:21:37 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Gitminder goal creation now handles the case revoked Beeminder's authorization on GitHub (&amp; maybe other cases of bad GitHub credentials)","","","",""
"827651474821767168","","","2017-02-03 22:54:23 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","We now show the expanded road dial (w/ end date &amp; end value as well as rate) if the goal is ending within 30 days (too magical?)","","","",""
"827651020880699393","","","2017-02-03 22:52:35 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Another embarrassing thing we broke w/ redesign: If you said ""hide y-axis"" for a while we weren't also hiding stats that leaked that info.","","","",""
"827650491605671936","","","2017-02-03 22:50:28 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Fixed a couple UI bugs with changing goalnames (&amp; #bugfix w/ using numbers as goalnames). https://t.co/tmgKio3QUI","","","","http://forum.beeminder.com/t/how-to-change-goal-url/2818"
"827321931829383168","","","2017-02-03 01:04:54 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","All Fitbit goals were getting created as Do More (or failing altogether?) for 2 months after we launched the redesign. #bugfix","","","",""
"826950360493236224","","","2017-02-02 00:28:24 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","We're obviously very behind on UVI tweets because we're just getting to our official Todoist integration! https://t.co/mdgBcA6gez","","","","http://blog.beeminder.com/todoist/"
"826594990264512512","","","2017-02-01 00:56:17 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","We're now consistent for all autodata goal creation in giving you the option to start with an arbitrary amount of safety buffer","","","",""
"826231486420377600","","","2017-01-31 00:51:51 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","This counts as a UVI but we're not yet happy with the interaction between goal units &amp; things like y-axis label: https://t.co/cP1WKpFVEf","","","","http://forum.beeminder.com/t/y-axis-label-didnt-update-in-graph-after-changed-in-settings/2652"
"825144702127058945","","","2017-01-28 00:53:22 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","On /archived it says ""No archived goals!""if you have none. And on the front page, link to autodata landing pages, not goal creation. #mini","","","",""
"825137922743562240","","","2017-01-28 00:26:25 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","You can now change the default GmailZero query when creating GmailZero goals, instead of having to go digging in settings afterwards.","","","",""
"825137206654230528","","","2017-01-28 00:23:35 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","UI improvement: x-max can't be in the past and x-min can't be in the future. #mini","","","",""
"824775719490170880","","","2017-01-27 00:27:09 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Fixed a 500 error for the case of opening the pledge popup for a goal (maybe just on archived goals?) with no credit card on file. #bugfix","","","",""
"824416736787124224","","","2017-01-26 00:40:41 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","We now use your chosen timezone in your Beeminder settings for showing ""today""/""yesterday"", not whatever your browser thinks. #bugfix","","","",""
"824056999327342592","","","2017-01-25 00:51:13 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","One more thing we broke in the redesign: we weren't allowing a negative rate for Fitbit net calories goals. #bugfix","","","",""
"823690513320591362","","","2017-01-24 00:34:56 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Pledge stepper now indicates when it hits its limit (eg, you can't pledge more than $2430). #mini","","","",""
"823321895609110528","","","2017-01-23 00:10:11 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Added button on goal page to archive frozen goals. Bonus #mini UVI: datapoint value is cleared when you submit it on dashboard.","","","",""
"822944514016849924","","","2017-01-21 23:10:36 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Mini UVIs: We now refresh graph after updating weekends-off, higher-res Duolingo logo, more obvious link to change goal date / goal total","","","",""
"822600228209643520","","","2017-01-21 00:22:32 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Removed now-meaningless backburner line in reminder settings, and brought back all autodata settings that got lost in the redesign","","","",""
"817793892049240064","","","2017-01-07 18:03:52 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Don't mention ""safe days"" in bot email subject when it exceeds days till goal end date. Also iOS notifications now make the default sound.","","","",""
"817791742523019264","","","2017-01-07 17:55:19 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Avoided a bunch of confusion by nixing the instant-archive buttons in the dashboard for frozen/completed goals; all done from goal pages now","","","",""
"817535853194948608","","","2017-01-07 00:58:31 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","If you set a default deadline we were accidentally applying that to autodata goals that don't support arbitrary deadlines. #bugfix","","","",""
"817171195246223360","","","2017-01-06 00:49:29 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Mini #bugfix w/ pointlessly clickable things when viewing other people's graphs. Also cleaned up CSS bugs on some landing pages.","","","",""
"816805335851618304","","","2017-01-05 00:35:42 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Fixed checkbox that was acting like expand/collapse instead of a checkbox for whether to auto-increase pledges when you derail. mini #bugfix","","","",""
"816448028806516741","","","2017-01-04 00:55:53 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Fixed a case of showing the wrong new pledge amount in the legit check email if you had auto-increasing pledges turned off. #bugfix","","","",""
"813549465457958912","","","2016-12-27 00:58:02 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Fixed a couple small bugs with trying to get a premium plan without being initially logged in. #bugfix HT @pennockd","","","",""
"813162766903099392","","","2016-12-25 23:21:26 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Critical #bugfix w/ iOS app that made us fail to push reminders under some mysterious circumstances involving frozen/archived goals","","","",""
"812819049545539585","","","2016-12-25 00:35:37 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","If you sent auth token but didn't specify the user we 500'd even tho w/ auth token it had to be you that you're requesting for. API #bugfix","","","",""
"812460206638514177","","","2016-12-24 00:49:42 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","For over a month after the redesign we had a bug that let you sometimes create pledgeless goals w/out a premium plan. Gasp! #bugfix","","","",""
"811359256058310656","","","2016-12-20 23:54:55 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Moved password to separate section in settings which fixed bug w/ some browsers that wouldn't let you change settings w/o changing password","","","",""
"811359151787884544","","","2016-12-20 23:54:30 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Fixed a bug involving the pledge amount being in two places. Now it's still in commitment settings too but pops up the same modal. #bugfix","","","",""
"811359054354214912","","","2016-12-20 23:54:07 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Fixed bunch of cases where we used goal description instead of goalname, which to some people's chagrin is now the universal goal identifier","","","",""
"811013054733303808","","","2016-12-20 00:59:14 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Fixed broken CSS on various autodata landing pages and the unsubscribe page","","","",""
"810592247695757312","","","2016-12-18 21:07:06 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Marginally better ""doom text"" for weight loss; bigger body font; made 3rd-party font library local cuz it was killing response time. #mini","","","",""
"809560747353067521","","","2016-12-16 00:48:17 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Version 4.4 of iOS app cont'd: Bug fixes in push notifications, &amp; you can tap Create Goal to go to the website pre-logged-in to create goals","","","",""
"809560694211260416","","","2016-12-16 00:48:05 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Also in the new version of the iOS app: a Reset Data button to reload all goals, no more backburner dividing line, ...","","","",""
"809560659608244224","","","2016-12-16 00:47:56 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Version 4.4 of the Beeminder iOS app is live! Most important for brand new users: you can now create a Beeminder account from it.","","","",""
"808840093418983424","","","2016-12-14 01:04:40 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","And a separate bug w/ our @habitica integration: for Do More goals we were starting the yellow brick road too high by 1 To-Do. #bugfix","","","",""
"808837896882921472","","","2016-12-14 00:55:56 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Nasty bug with our @habitica integration: all the Fewer To-Dos goals were being created as Do Mores (redesign bug). #bugfix","","","",""
"808476512085123072","","","2016-12-13 00:59:55 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Fixed an intermittent bug where you'd hit archive &amp; the goal would mysteriously not archive if a previous goal w/ that name existed. #bugfix","","","",""
"808022048647712768","","","2016-12-11 18:54:03 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Yet another bug from redesign: If you signed up via Google oauth and then created a Do More goal we'd create it as a GmailZero goal. #bugfix","","","",""
"807738794199764993","","","2016-12-11 00:08:30 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","By popular demand: our blog has a (@duckduckgo) searchbox. Seek &amp; ye shall find. Dark days of adding ""beeminder blog"" to a web search: over!","","","",""
"807388679672995841","","","2016-12-10 00:57:16 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Fixed small bug with plus/minus buttons for data entry on odometer goals, and fixed a link to reminder settings in bot emails. #bugfix","","","",""
"806623898062028800","","","2016-12-07 22:18:18 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Our Garmin stepcounts were sometimes too low. Garmin's granular API didn't agree with its summary data. We now use summary. #bugfix","","","",""
"806623799793725440","","","2016-12-07 22:17:54 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GmailZero #bugfix in which we were fetching your initial inbox count but then starting your road at 0 anyway for a while.","","","",""
"806291684287840256","","","2016-12-07 00:18:12 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","We rewrote the copy at https://t.co/oyE80p8Jrx which was a little broken since the Infinibee premium revamp. #mini","","","","http://beeminder.com/money"
"805932011823058944","","","2016-12-06 00:28:59 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Embarrassingly there was a full month after the redesign when we set everyone's default timezone to US Eastern time. #bugfix","","","",""
"804563392736309249","","","2016-12-02 05:50:35 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","If a goalname's disallowed (eg ""gallery"" or existing goalnames) also disallow uppercase variants like ""Gallery"" or things break. #bugfix","","","",""
"804203048876707840","","","2016-12-01 05:58:42 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Dumb #bugfix w/ Fitbit goal creation: gave error if you didn't change the default settings. (ps: bugs intro'd by redesign count again now)","","","",""
"803839253209841664","","","2016-11-30 05:53:07 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Fixed longstanding bug that would sometimes insta-derail you when importing old RescueTime &amp; Withings data when creating goals. #bugfix","","","",""
"803477367284854784","","","2016-11-29 05:55:06 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","If a goal is coasting (will hit goal value by goal date even if you do/report nothing) we now show it green w/ the correct wording. #bugfix","","","",""
"801665146833682432","","","2016-11-24 05:53:59 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","If goalname &amp; blurb are same except case, don't toggle betw them on dashboard (looked like we'd implemented idiotic case-toggling feature!)","","","",""
"801209403680534530","","","2016-11-22 23:43:02 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Thumbnails also clickable even when infinibee buzzing (especially nice now that goalnames/goalblurbs toggle instead of linking to goal page)","","","",""
"800941534828867585","","","2016-11-22 05:58:37 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Made the thumbnails collapse nicely even when the infinibee is buzzing on top of them (and keep buzzing in collapsed form)","","","",""
